,area_type,availability,location,total_sqft,bath,balcony,price,bhk
412,Super built-up  Area,1,Kengeri,750.0,2.0,1.0,38.0,2
414,Super built-up  Area,1,Kanakpura Road,1550.0,3.0,3.0,64.5,3
415,Built-up  Area,1,other,1760.0,3.0,2.0,88.0,3
416,Super built-up  Area,1,Billekahalli,1125.0,2.0,2.0,62.0,2
418,Plot  Area,0,Anandapura,1000.0,2.0,1.0,55.0,2
419,Built-up  Area,0,Bommasandra Industrial Area,1090.0,2.0,2.0,31.48,2
420,Plot  Area,1,TC Palaya,1200.0,2.0,0.0,60.0,2
421,Super built-up  Area,1,Budigere,1991.0,4.0,2.0,103.0,3
422,Super built-up  Area,0,Bommasandra,1060.0,2.0,1.0,26.5,2
423,Super built-up  Area,1,Ambalipura,1105.0,2.0,1.0,75.0,2
424,Built-up  Area,1,Hoodi,985.0,2.0,2.0,67.0,2
426,Super built-up  Area,0,Balagere,1590.0,3.0,2.0,79.0,3
427,Super built-up  Area,1,CV Raman Nagar,1120.0,2.0,2.0,55.0,2
428,Super built-up  Area,1,other,1069.0,2.0,1.0,55.0,2
429,Super built-up  Area,1,Marathahalli,1933.0,3.0,2.0,140.0,3
430,Built-up  Area,0,Hosur Road,1194.0,2.0,0.0,69.0,2
431,Super built-up  Area,1,Brookefield,1150.0,2.0,3.0,69.0,2
432,Super built-up  Area,1,Yelenahalli,1240.0,2.0,2.0,47.12,2
433,Super built-up  Area,1,Raja Rajeshwari Nagar,1419.0,2.0,2.0,48.1,2
436,Super built-up  Area,1,other,1450.0,3.0,2.0,55.0,3
437,Super built-up  Area,0,other,1630.0,3.0,2.0,68.29,3
438,Super built-up  Area,1,Dasanapura,708.0,1.0,1.0,40.0,2
441,Super built-up  Area,1,Bellandur,1250.0,2.0,1.0,76.0,2
442,Super built-up  Area,1,7th Phase JP Nagar,1400.0,2.0,1.0,95.0,3
443,Super built-up  Area,1,Sarjapur  Road,1670.0,2.0,3.0,57.0,3
444,Super built-up  Area,1,Ardendale,1750.0,3.0,2.0,100.0,3
445,Super built-up  Area,1,Vittasandra,1404.0,2.0,1.0,71.0,2
446,Super built-up  Area,1,Hoodi,1715.0,2.0,2.0,95.0,3
447,Built-up  Area,0,Electronic City,630.0,1.0,1.0,34.65,1
448,Super built-up  Area,1,Harlur,1752.12,3.0,2.0,135.0,3
449,Super built-up  Area,1,Hulimavu,1650.0,3.0,2.0,78.0,3
450,Super built-up  Area,1,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2
452,Super built-up  Area,0,Sarjapur  Road,1346.0,2.0,1.0,74.03,2
454,Super built-up  Area,1,Hormavu,1150.0,2.0,2.0,55.0,2
455,Built-up  Area,1,other,3309.0,4.0,3.0,325.0,4
456,Super built-up  Area,0,Chandapura,1190.0,2.0,2.0,30.35,3
457,Super built-up  Area,1,AECS Layout,1620.0,3.0,2.0,98.0,3
458,Super built-up  Area,0,Marathahalli,950.0,2.0,1.0,46.96,2
459,Super built-up  Area,1,other,5000.0,9.0,3.0,360.0,11
460,Super built-up  Area,1,Harlur,2450.0,3.0,0.0,120.0,3
461,Super built-up  Area,0,Electronic City Phase II,1220.0,2.0,1.0,35.23,3
462,Super built-up  Area,1,other,850.0,2.0,1.0,30.0,2
463,Built-up  Area,1,Padmanabhanagar,1020.0,2.0,2.0,63.0,2
464,Built-up  Area,1,Chikkalasandra,1100.0,2.0,2.0,50.0,2
466,Super built-up  Area,0,Hebbal,1760.0,2.0,2.0,130.0,3
467,Super built-up  Area,1,Ambalipura,1800.0,3.0,3.0,110.0,3
468,Super built-up  Area,1,Akshaya Nagar,1070.0,2.0,1.0,54.0,2
470,Plot  Area,1,Vidyaranyapura,1440.0,2.0,0.0,95.0,2
471,Super built-up  Area,1,Amruthahalli,900.0,2.0,1.0,40.0,2
473,Super built-up  Area,0,Whitefield,1130.0,2.0,1.0,42.16,2
475,Super built-up  Area,0,Kodigehalli,1270.0,2.0,1.0,98.0,2
476,Built-up  Area,1,other,1200.0,2.0,1.0,62.0,2
477,Super built-up  Area,1,other,4800.0,4.0,2.0,235.0,4
478,Super built-up  Area,1,other,1200.0,2.0,1.0,74.0,2
479,Super built-up  Area,1,Subramanyapura,929.0,2.0,0.0,50.17,2
484,Super built-up  Area,1,other,1464.0,3.0,2.0,56.0,3
486,Plot  Area,1,other,2000.0,4.0,2.0,99.0,4
487,Super built-up  Area,1,Chikkalasandra,1208.0,2.0,1.0,49.0,2
488,Super built-up  Area,1,Hebbal Kempapura,1130.0,2.0,2.0,60.0,2
489,Super built-up  Area,1,other,1753.0,3.0,2.0,120.0,3
490,Super built-up  Area,1,Old Madras Road,4500.0,7.0,3.0,337.0,5
492,Super built-up  Area,0,Hoodi,1196.0,2.0,2.0,94.42,2
493,Built-up  Area,1,5th Phase JP Nagar,1150.0,3.0,3.0,52.5,2
494,Super built-up  Area,0,Electronic City,1128.0,2.0,1.0,63.0,2
495,Super built-up  Area,1,other,1000.0,2.0,1.0,53.0,2
496,Super built-up  Area,1,Yelahanka,1035.0,2.0,1.0,45.0,2
497,Built-up  Area,1,Kereguddadahalli,950.0,2.0,1.0,32.0,2
498,Super built-up  Area,1,Bisuvanahalli,1075.0,2.0,1.0,36.0,3
499,Super built-up  Area,1,Whitefield,1040.0,2.0,1.0,48.5,2
500,Plot  Area,0,other,720.0,2.0,1.0,45.0,2
501,Super built-up  Area,1,Lingadheeranahalli,1511.0,3.0,1.0,95.0,3
502,Built-up  Area,1,other,1300.0,3.0,1.0,58.0,3
503,Super built-up  Area,0,Hoodi,1545.0,3.0,1.0,68.75,3
504,Built-up  Area,1,Shampura,375.0,2.0,0.0,26.0,1
505,Super built-up  Area,1,Vidyaranyapura,1062.0,2.0,3.0,38.0,2
506,Super built-up  Area,1,other,1115.0,2.0,1.0,40.0,2
507,Super built-up  Area,1,JP Nagar,1000.0,2.0,1.0,35.0,2
508,Super built-up  Area,0,Kambipura,883.0,2.0,1.0,45.0,2
509,Super built-up  Area,0,Sarjapur  Road,1195.0,2.0,1.0,70.0,2
511,Built-up  Area,1,other,700.0,1.0,0.0,41.0,1
512,Super built-up  Area,1,Vittasandra,1246.0,2.0,1.0,67.0,2
515,Super built-up  Area,1,other,1600.0,4.0,1.0,80.0,4
516,Super built-up  Area,0,Haralur Road,2805.0,5.0,3.0,154.0,4
517,Super built-up  Area,1,Begur Road,1584.0,3.0,2.0,65.0,3
518,Plot  Area,1,Sector 7 HSR Layout,3000.0,5.0,1.0,275.0,4
519,Built-up  Area,1,Hosur Road,1175.0,2.0,2.0,48.0,3
520,Built-up  Area,0,other,1595.0,3.0,2.0,115.0,3
521,Super built-up  Area,1,other,1353.0,2.0,2.0,110.0,2
522,Super built-up  Area,0,Electronic City,1599.0,3.0,2.0,125.0,3
523,Super built-up  Area,1,Whitefield,1150.0,2.0,1.0,70.0,2
525,Super built-up  Area,1,KR Puram,1155.0,2.0,2.0,42.74,2
526,Built-up  Area,1,other,1200.0,2.0,0.0,85.0,1
527,Super built-up  Area,0,Electronic City Phase II,1000.0,2.0,1.0,25.0,2
528,Super built-up  Area,1,Thanisandra,3000.0,4.0,2.0,120.0,4
529,Built-up  Area,1,Rajiv Nagar,1867.0,3.0,1.0,160.0,3
530,Super built-up  Area,0,Ramagondanahalli,1251.0,2.0,1.0,47.0,2
531,Super built-up  Area,0,other,1028.0,2.0,1.0,45.5,2
532,Super built-up  Area,1,Arekere,1222.0,2.0,2.0,45.0,2
533,Super built-up  Area,1,Bannerghatta Road,1170.0,2.0,1.0,66.0,3
534,Super built-up  Area,1,Hebbal,2400.0,4.0,1.0,245.0,3
535,Super built-up  Area,1,other,1385.0,2.0,2.0,48.48,3
536,Super built-up  Area,1,HSR Layout,1372.0,2.0,1.0,68.0,2
537,Super built-up  Area,1,Magadi Road,1282.0,2.0,2.0,49.0,3
538,Super built-up  Area,1,Mico Layout,5000.0,9.0,3.0,210.0,9
540,Super built-up  Area,1,Kanakpura Road,1135.0,2.0,1.0,39.73,2
541,Built-up  Area,0,Whitefield,1768.0,3.0,2.0,101.0,3
542,Built-up  Area,1,other,1325.0,2.0,1.0,90.0,3
543,Super built-up  Area,0,Electronic City,1599.0,3.0,2.0,99.0,3
544,Plot  Area,0,Whitefield,1500.0,3.0,1.0,61.95,3
546,Super built-up  Area,1,Uttarahalli,1286.0,2.0,2.0,63.0,2
547,Built-up  Area,1,Kammanahalli,2845.0,5.0,1.0,140.0,5
548,Super built-up  Area,1,other,1600.0,2.0,2.0,50.0,3
549,Super built-up  Area,0,Hennur Road,1317.5,2.0,0.0,63.77,2
550,Super built-up  Area,1,Hebbal,3450.0,5.0,2.0,260.0,3
551,Super built-up  Area,0,Munnekollal,1102.0,2.0,2.0,53.67,2
552,Super built-up  Area,1,Yelahanka,1350.0,2.0,2.0,54.0,2
553,Super built-up  Area,1,Banashankari,1200.0,2.0,2.0,42.0,3
555,Plot  Area,1,other,1800.0,1.0,1.0,80.0,2
556,Built-up  Area,1,Chikkabanavar,950.0,2.0,1.0,40.0,2
557,Super built-up  Area,0,Kanakpura Road,525.0,1.0,1.0,27.25,1
558,Built-up  Area,1,Attibele,656.0,2.0,1.0,25.0,2
559,Plot  Area,1,Marathahalli,1780.0,4.0,3.0,175.0,4
560,Super built-up  Area,1,other,1056.0,2.0,1.0,80.0,2
561,Super built-up  Area,0,Bannerghatta Road,595.0,1.0,1.0,33.32,1
562,Built-up  Area,1,other,1080.0,2.0,2.0,50.0,2
563,Super built-up  Area,0,7th Phase JP Nagar,2225.0,3.0,1.0,160.0,3
564,Super built-up  Area,0,Bommasandra,1126.0,2.0,1.0,28.15,2
565,Super built-up  Area,1,Electronics City Phase 1,1490.0,3.0,1.0,84.0,3
567,Super built-up  Area,1,Sarjapur  Road,1550.0,3.0,3.0,100.0,3
569,Built-up  Area,1,other,1160.0,2.0,1.0,55.0,2
570,Built-up  Area,1,Whitefield,4144.0,4.0,3.0,315.0,4
571,Super built-up  Area,1,Sarjapur  Road,2100.0,3.0,2.0,125.0,3
572,Super built-up  Area,1,Vittasandra,1404.0,2.0,1.0,69.3,2
573,Plot  Area,1,Sarjapur  Road,2230.0,4.0,3.0,225.0,4
574,Super built-up  Area,1,other,1544.0,3.0,2.0,120.0,3
575,Super built-up  Area,0,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
576,Super built-up  Area,1,Marathahalli,1230.0,2.0,2.0,80.0,2
577,Plot  Area,1,other,1200.0,2.0,0.0,65.0,2
578,Super built-up  Area,1,Harlur,1460.0,3.0,1.0,73.0,3
580,Built-up  Area,1,Gottigere,967.0,2.0,3.0,45.0,2
581,Built-up  Area,1,other,540.0,1.0,1.0,36.0,1
582,Super built-up  Area,0,Hormavu,715.0,1.0,2.0,46.0,1
585,Super built-up  Area,1,Mysore Road,1020.0,2.0,1.0,48.95,2
586,Super built-up  Area,1,Jigani,1020.0,2.0,1.0,40.0,2
587,Super built-up  Area,1,Koramangala,1253.0,2.0,1.0,102.0,2
588,Super built-up  Area,1,other,1180.0,2.0,2.0,42.0,2
589,Super built-up  Area,1,Nehru Nagar,961.0,2.0,2.0,38.0,2
590,Built-up  Area,1,Kanakapura,1419.0,3.0,3.0,75.0,3
591,Super built-up  Area,1,Harlur,1709.0,3.0,2.0,150.0,3
592,Plot  Area,1,other,1600.0,2.0,0.0,115.0,2
593,Super built-up  Area,0,other,416.0,1.0,1.0,18.5,1
594,Carpet  Area,1,Sanjay nagar,1100.0,2.0,2.0,98.0,2
595,Super built-up  Area,1,HSR Layout,1430.0,2.0,1.0,65.0,3
596,Super built-up  Area,1,other,1260.0,2.0,2.0,45.0,2
597,Built-up  Area,1,other,1630.0,3.0,2.0,85.0,3
598,Super built-up  Area,0,Sarjapur  Road,1249.0,3.0,2.0,44.71,3
599,Super built-up  Area,1,Kalena Agrahara,1450.0,2.0,3.0,85.0,3
600,Super built-up  Area,0,Konanakunte,2791.0,3.0,1.0,223.0,3
602,Built-up  Area,1,other,834.0,1.0,1.0,60.0,1
603,Plot  Area,1,other,1125.0,4.0,1.0,70.0,3
604,Super built-up  Area,1,Arekere,2060.0,3.0,2.0,140.0,3
606,Built-up  Area,1,Gottigere,891.0,2.0,1.0,25.0,2
607,Super built-up  Area,1,Raja Rajeshwari Nagar,1133.0,2.0,1.0,49.07,2
608,Built-up  Area,1,Bisuvanahalli,1075.0,2.0,1.0,37.0,3
609,Super built-up  Area,0,other,3000.0,5.0,2.0,260.0,4
611,Built-up  Area,1,Vidyaranyapura,1200.0,2.0,2.0,55.0,2
612,Super built-up  Area,1,Thanisandra,1075.0,2.0,2.0,45.8,2
613,Super built-up  Area,1,Kaggadasapura,1140.0,2.0,2.0,40.0,2
616,Super built-up  Area,1,Raja Rajeshwari Nagar,1090.0,2.0,1.0,42.0,2
617,Built-up  Area,1,R.T. Nagar,1500.0,4.0,1.0,70.0,4
618,Super built-up  Area,1,Whitefield,4104.0,4.0,2.0,360.0,4
619,Super built-up  Area,1,Whitefield,1790.0,3.0,2.0,100.0,3
620,Super built-up  Area,0,Hebbal,1920.0,3.0,2.0,134.0,3
621,Built-up  Area,1,HRBR Layout,1374.0,2.0,2.0,95.0,2
622,Carpet  Area,1,Bannerghatta Road,1445.0,3.0,2.0,95.0,3
623,Super built-up  Area,0,Kanakapura,711.0,1.0,1.0,36.0,1
624,Super built-up  Area,1,Tumkur Road,1500.0,3.0,3.0,95.0,3
625,Super built-up  Area,1,Whitefield,1720.0,3.0,3.0,100.0,3
626,Super built-up  Area,1,Vasanthapura,1400.0,3.0,2.0,60.0,3
627,Built-up  Area,1,Kundalahalli,1030.0,2.0,2.0,49.0,2
628,Super built-up  Area,1,Mysore Road,1200.0,2.0,1.0,85.0,2
629,Carpet  Area,0,other,1375.0,3.0,2.0,70.0,3
630,Plot  Area,1,Hegde Nagar,1050.0,1.0,2.0,56.0,2
631,Super built-up  Area,1,Jalahalli,2250.0,3.0,2.0,160.0,3
632,Super built-up  Area,1,Bellandur,1000.0,2.0,2.0,50.0,2
633,Super built-up  Area,1,other,469.0,1.0,0.0,25.0,1
634,Super built-up  Area,1,Marathahalli,3800.0,4.0,3.0,250.0,4
635,Super built-up  Area,1,Kambipura,883.0,2.0,1.0,29.0,2
636,Super built-up  Area,1,GM Palaya,1820.0,2.0,3.0,86.0,3
637,Built-up  Area,1,Singasandra,1440.0,2.0,3.0,65.0,3
638,Super built-up  Area,1,other,3600.0,4.0,1.0,160.0,6
640,Super built-up  Area,0,Mahadevpura,1225.0,2.0,2.0,48.0,2
642,Carpet  Area,1,Chikkalasandra,875.0,2.0,3.0,52.8,2
643,Super built-up  Area,1,Jalahalli East,750.0,1.0,2.0,40.0,1
644,Super built-up  Area,1,6th Phase JP Nagar,1180.0,2.0,3.0,80.0,2
645,Super built-up  Area,1,Haralur Road,1194.0,2.0,2.0,47.0,2
646,Super built-up  Area,1,Hennur Road,1500.0,2.0,2.0,62.0,3
647,Super built-up  Area,1,other,1160.0,2.0,2.0,52.2,2
650,Super built-up  Area,1,Sarjapur,1128.0,2.0,1.0,60.0,2
651,Super built-up  Area,1,Hebbal,1500.0,3.0,1.0,150.0,3
652,Built-up  Area,0,other,1220.0,2.0,1.0,35.23,3
653,Super built-up  Area,1,Sarjapur  Road,1210.0,2.0,2.0,58.0,2
654,Super built-up  Area,0,Kanakpura Road,1100.0,2.0,1.0,58.0,3
655,Super built-up  Area,1,Bommasandra,1200.0,3.0,2.0,46.0,3
656,Built-up  Area,0,Haralur Road,3385.0,5.0,2.0,260.0,4
657,Super built-up  Area,1,other,1641.0,3.0,2.0,66.0,3
658,Super built-up  Area,1,Horamavu Agara,1200.0,2.0,1.0,45.0,2
659,Super built-up  Area,1,Raja Rajeshwari Nagar,1260.0,2.0,1.0,67.39,2
660,Super built-up  Area,1,Mahadevpura,1720.0,3.0,3.0,78.0,3
661,Super built-up  Area,1,Yelahanka,1132.5,2.0,0.0,48.13,2
662,Super built-up  Area,1,Yelahanka,1210.0,2.0,1.0,45.98,2
663,Built-up  Area,1,Indira Nagar,2200.0,4.0,2.0,200.0,4
664,Super built-up  Area,1,Bisuvanahalli,1075.0,2.0,1.0,45.0,3
665,Built-up  Area,1,Thanisandra,1702.0,3.0,2.0,130.0,3
667,Super built-up  Area,1,Raja Rajeshwari Nagar,1141.0,2.0,2.0,38.55,2
668,Super built-up  Area,0,other,2072.0,3.0,2.0,108.0,3
669,Super built-up  Area,0,JP Nagar,5520.0,2.0,2.0,375.0,5
670,Built-up  Area,1,other,1200.0,2.0,0.0,70.0,3
671,Super built-up  Area,1,other,1350.0,3.0,0.0,77.0,3
673,Super built-up  Area,0,other,1180.0,2.0,2.0,78.34,3
675,Super built-up  Area,1,other,1355.0,2.0,2.0,115.0,2
676,Plot  Area,1,other,600.0,1.0,0.0,50.0,1
678,Super built-up  Area,1,Bannerghatta Road,1640.0,2.0,1.0,120.0,3
680,Super built-up  Area,1,Kodichikkanahalli,1190.0,2.0,2.0,57.0,3
682,Super built-up  Area,1,Marathahalli,1019.0,2.0,2.0,49.85,2
683,Super built-up  Area,1,other,1875.0,3.0,2.0,165.0,3
684,Super built-up  Area,0,Akshaya Nagar,1250.0,3.0,2.0,40.0,3
686,Super built-up  Area,1,Whitefield,1140.0,2.0,1.0,56.0,2
687,Super built-up  Area,1,Lingadheeranahalli,1683.0,3.0,1.0,109.0,3
688,Super built-up  Area,1,Kaggadasapura,1515.0,3.0,2.0,83.3,3
689,Super built-up  Area,0,Hoodi,2118.0,4.0,2.0,111.0,4
690,Built-up  Area,1,Bannerghatta Road,1380.0,3.0,0.0,58.0,4
691,Super built-up  Area,1,Varthur Road,1083.0,2.0,2.0,61.75,2
692,Plot  Area,1,other,600.0,2.0,1.0,55.0,2
693,Built-up  Area,1,other,2300.0,3.0,3.0,120.0,3
694,Super built-up  Area,1,other,1240.0,2.0,2.0,60.0,2
695,Super built-up  Area,1,other,1750.0,3.0,1.0,120.0,3
696,Super built-up  Area,0,other,1230.0,2.0,2.0,43.48,2
697,Plot  Area,0,Anjanapura,1500.0,3.0,1.0,139.0,3
698,Super built-up  Area,1,Abbigere,985.0,2.0,1.0,40.39,2
699,Plot  Area,1,Tindlu,1500.0,2.0,1.0,87.0,3
700,Built-up  Area,0,Electronic City,1125.0,2.0,1.0,32.49,2
701,Built-up  Area,1,other,950.0,2.0,1.0,44.0,2
702,Super built-up  Area,0,JP Nagar,5600.0,2.0,2.0,548.5,5
703,Super built-up  Area,1,Kothanur,1580.0,3.0,3.0,76.0,3
704,Plot  Area,1,other,1092.0,2.0,1.0,98.5,3
705,Built-up  Area,0,Electronic City Phase II,1090.0,2.0,1.0,28.34,2
706,Built-up  Area,0,Hennur Road,2264.0,3.0,1.0,159.0,3
707,Super built-up  Area,0,Dommasandra,1033.0,2.0,2.0,25.53,3
708,Super built-up  Area,0,Kammasandra,810.0,2.0,2.0,24.5,2
709,Super built-up  Area,1,other,1045.0,2.0,0.0,45.0,2
710,Super built-up  Area,0,Hebbal,1337.0,2.0,1.0,82.0,2
711,Super built-up  Area,1,Chandapura,1200.0,2.0,2.0,32.0,2
712,Super built-up  Area,1,Koramangala,1580.0,3.0,2.0,160.0,3
713,Super built-up  Area,1,Begur Road,1500.0,2.0,3.0,54.0,3
714,Super built-up  Area,0,Whitefield,1640.0,4.0,2.0,91.0,3
715,Super built-up  Area,1,other,1570.0,3.0,2.0,62.0,3
716,Super built-up  Area,1,Gubbalala,1470.0,2.0,2.0,82.0,3
717,Super built-up  Area,1,Kengeri,1160.0,2.0,2.0,40.61,2
718,Built-up  Area,1,7th Phase JP Nagar,1050.0,2.0,1.0,71.0,2
720,Super built-up  Area,1,Bannerghatta Road,1460.0,2.0,1.0,90.0,3
721,Built-up  Area,1,Hulimavu,1823.0,3.0,2.0,100.0,3
722,Super built-up  Area,1,Electronic City,1094.0,2.0,2.0,42.0,2
723,Super built-up  Area,1,Budigere,1153.0,2.0,2.0,57.0,2
724,Built-up  Area,1,other,1325.0,3.0,1.0,57.0,3
725,Plot  Area,1,Parappana Agrahara,1200.0,3.0,2.0,85.0,4
726,Built-up  Area,1,Jakkur,1590.0,2.0,2.0,125.0,3
729,Super built-up  Area,1,other,1202.0,2.0,1.0,48.0,2
730,Built-up  Area,1,Haralur Road,1202.0,2.0,1.0,53.0,2
731,Super built-up  Area,1,other,1200.0,2.0,3.0,62.5,2
732,Super built-up  Area,0,Panathur,1688.0,3.0,1.0,118.0,3
733,Built-up  Area,1,Kaval Byrasandra,1020.0,2.0,1.0,52.0,2
734,Super built-up  Area,1,Sarjapur,1185.0,2.0,2.0,47.0,2
735,Super built-up  Area,0,Ramagondanahalli,1235.0,2.0,1.0,52.04,2
737,Super built-up  Area,1,Banashankari,1077.0,2.0,2.0,37.64,2
738,Super built-up  Area,1,Kengeri Satellite Town,1415.0,2.0,3.0,66.0,3
739,Super built-up  Area,0,EPIP Zone,2330.0,3.0,2.0,162.0,3
740,Super built-up  Area,1,Whitefield,805.0,2.0,2.0,35.0,2
741,Built-up  Area,1,other,425.0,1.0,0.0,20.03,1
742,Super built-up  Area,1,Whitefield,1155.0,2.0,3.0,59.95,2
744,Super built-up  Area,1,Anekal,656.0,2.0,1.0,22.0,2
745,Built-up  Area,1,other,1100.0,2.0,0.0,48.0,2
746,Super built-up  Area,1,Mahadevpura,1150.0,2.0,3.0,52.0,2
747,Plot  Area,1,other,600.0,1.0,1.0,60.0,1
748,Super built-up  Area,1,other,1468.0,2.0,1.0,140.0,2
750,Super built-up  Area,0,Whitefield,2280.0,4.0,2.0,126.0,3
751,Super built-up  Area,1,Hegde Nagar,1341.0,2.0,1.0,97.0,2
752,Super built-up  Area,1,Jakkur,1279.0,2.0,1.0,77.0,2
753,Super built-up  Area,0,Electronic City Phase II,2225.0,4.0,0.0,98.88,4
754,Super built-up  Area,1,Thanisandra,1185.0,2.0,2.0,43.51,2
755,Super built-up  Area,1,other,1750.0,3.0,2.0,85.0,3
756,Super built-up  Area,1,Kudlu,1152.0,2.0,1.0,53.5,2
758,Super built-up  Area,1,Hulimavu,1300.0,2.0,3.0,36.0,2
759,Plot  Area,0,Varthur Road,2760.0,4.0,2.0,155.0,4
760,Super built-up  Area,0,5th Phase JP Nagar,1070.0,2.0,2.0,39.0,2
761,Super built-up  Area,1,Uttarahalli,1101.0,2.0,0.0,45.0,2
762,Super built-up  Area,1,other,775.0,2.0,1.0,55.0,2
763,Super built-up  Area,1,Yeshwanthpur,667.0,1.0,1.0,36.85,1
764,Super built-up  Area,1,Electronic City,1070.0,2.0,1.0,55.0,2
765,Built-up  Area,1,Old Airport Road,1875.0,2.0,2.0,110.0,3
766,Super built-up  Area,1,Kundalahalli,735.0,2.0,1.0,57.99,2
767,Plot  Area,1,Sarjapur,4360.0,4.0,1.0,90.0,5
768,Super built-up  Area,1,Koramangala,1750.0,3.0,2.0,130.0,3
769,Super built-up  Area,1,Marathahalli,1215.0,2.0,1.0,67.0,2
771,Super built-up  Area,1,Vishwapriya Layout,820.0,2.0,1.0,30.0,2
772,Super built-up  Area,0,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2
773,Super built-up  Area,1,Battarahalli,1779.0,3.0,2.0,89.61,3
774,Built-up  Area,1,other,1105.0,2.0,2.0,58.0,2
776,Super built-up  Area,1,Whitefield,1650.0,3.0,2.0,60.0,3
777,Super built-up  Area,1,Jalahalli,1694.0,2.0,2.0,150.0,2
778,Super built-up  Area,1,Hosakerehalli,2376.0,3.0,1.0,203.0,3
779,Super built-up  Area,1,Cox Town,1975.0,3.0,3.0,150.0,3
780,Super built-up  Area,1,Kammasandra,674.0,2.0,1.0,33.0,2
781,Super built-up  Area,1,Kaggadasapura,1185.0,2.0,1.0,41.0,2
782,Super built-up  Area,1,Thanisandra,445.0,1.0,0.0,28.0,1
784,Super built-up  Area,1,HSR Layout,1475.0,3.0,2.0,75.0,3
785,Super built-up  Area,1,Gottigere,1618.0,3.0,3.0,82.5,3
786,Super built-up  Area,1,Koramangala,1120.0,2.0,0.0,65.0,2
787,Super built-up  Area,1,Marathahalli,2181.0,3.0,2.0,152.0,4
788,Plot  Area,1,Vidyaranyapura,1200.0,4.0,0.0,90.0,4
790,Super built-up  Area,0,Bannerghatta Road,1556.0,2.0,1.0,59.13,3
791,Super built-up  Area,0,Bannerghatta Road,1179.0,2.0,1.0,66.02,2
792,Super built-up  Area,1,Thanisandra,1296.0,2.0,2.0,83.0,2
793,Built-up  Area,1,Kaggadasapura,1275.0,2.0,2.0,52.0,2
795,Super built-up  Area,1,Kathriguppe,1400.0,2.0,2.0,77.0,3
796,Super built-up  Area,1,Gottigere,1222.0,2.0,1.0,63.0,2
797,Super built-up  Area,1,Electronic City,940.0,2.0,1.0,41.0,2
798,Super built-up  Area,1,Thanisandra,1185.0,2.0,2.0,42.6,2
799,Super built-up  Area,1,Tumkur Road,1779.0,3.0,2.0,112.0,3
800,Super built-up  Area,1,Begur Road,1615.0,3.0,2.0,59.76,3
801,Super built-up  Area,0,JP Nagar,4624.5,2.0,2.0,453.0,4
802,Super built-up  Area,1,Haralur Road,1056.0,2.0,1.0,61.0,2
803,Super built-up  Area,1,7th Phase JP Nagar,1100.0,2.0,0.0,46.0,2
804,Built-up  Area,1,Arekere,920.0,2.0,1.0,40.0,2
805,Super built-up  Area,1,other,1602.0,2.0,0.0,75.0,3
806,Built-up  Area,1,Padmanabhanagar,1176.0,2.0,0.0,62.0,2
808,Super built-up  Area,1,other,1352.0,3.0,0.0,135.0,3
809,Built-up  Area,1,Kasavanhalli,1717.0,3.0,3.0,99.0,3
811,Super built-up  Area,0,Bhoganhalli,2119.0,4.0,3.0,111.0,4
812,Super built-up  Area,1,Vittasandra,1246.0,2.0,1.0,67.3,2
813,Super built-up  Area,0,Anandapura,1141.0,2.0,1.0,42.79,2
814,Built-up  Area,1,Hennur Road,1157.0,2.0,1.0,84.0,2
815,Super built-up  Area,0,Chandapura,1025.0,2.0,2.0,27.68,2
816,Built-up  Area,1,Yelahanka New Town,650.0,1.0,2.0,33.0,1
817,Super built-up  Area,1,Hebbal,1349.0,2.0,1.0,98.0,2
818,Super built-up  Area,1,Narayanapura,1566.0,3.0,1.0,83.3,3
819,Super built-up  Area,1,Sahakara Nagar,2830.0,3.0,3.0,195.0,4
820,Built-up  Area,0,Electronic City,1320.0,2.0,1.0,38.13,3
821,Super built-up  Area,0,other,1780.0,3.0,1.0,84.83,3
822,Super built-up  Area,1,Varthur,1091.0,2.0,1.0,34.9,2
823,Super built-up  Area,1,Rachenahalli,3670.0,4.0,3.0,300.0,4
824,Built-up  Area,1,7th Phase JP Nagar,918.0,2.0,1.0,50.49,2
825,Super built-up  Area,0,Yeshwanthpur,1950.0,4.0,0.0,130.0,4
826,Super built-up  Area,1,Panathur,1695.0,3.0,1.0,90.0,3
827,Super built-up  Area,1,Yelahanka,1705.0,3.0,2.0,95.0,3
828,Built-up  Area,1,Kalyan nagar,1375.0,3.0,2.0,75.0,3
829,Super built-up  Area,0,Kanakpura Road,525.0,1.0,1.0,30.0,1
830,Built-up  Area,0,Whitefield,1447.0,2.0,1.0,83.0,2
831,Super built-up  Area,1,Thanisandra,1114.0,2.0,1.0,39.0,2
832,Super built-up  Area,1,7th Phase JP Nagar,1450.0,2.0,1.0,100.0,3
834,Built-up  Area,1,Vasanthapura,1022.0,2.0,2.0,40.0,2
835,Built-up  Area,1,Hebbal,1000.0,2.0,2.0,45.0,2
836,Super built-up  Area,0,Electronic City,1128.0,2.0,1.0,68.75,2
837,Super built-up  Area,0,Kanakpura Road,1180.0,2.0,2.0,57.0,2
841,Super built-up  Area,1,Kanakpura Road,1339.0,2.0,3.0,75.0,2
842,Super built-up  Area,1,Yelachenahalli,1400.0,2.0,3.0,55.0,3
